Price,Rating,city,Kilometers,Owner,Fuel_Type,Transmission,Insurance_Type,Car_Age
700000,4.3,3686,73465,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,8
730000,4.4,3686,82630,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,11
1300000,4.8,3686,50448,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeComprehensive,7
700000,4.3,3686,63954,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,6
232000,3.9,3686,92940,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,13
206000,3.3,3686,187923,OwnerFifth Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,15
4200000,4.3,3686,63579,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeComprehensive,8
550000,4.2,3686,43882,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,8
1250000,4.2,3686,55242,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,11
1350000,4.2,3686,104332,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeZero Depreciation,7
300000,3.8,3686,114059,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,14
751000,4.3,3686,57955,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,5
300000,4.1,3686,123289,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,13
95000,4.1,3686,61306,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,17
280000,4.3,3686,68626,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,9
274000,3.8,3686,184519,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,12
1028000,4.7,3686,34407,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,6
850000,4.3,3686,99977,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,9
50000,1.0,3686,63564,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,25
1350000,4.8,3686,63170,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,8
140000,4.0,3686,126467,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,15
230000,3.6,3686,121327,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,16
350000,3.7,3686,130324,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,13
525000,4.3,3686,77831,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,11
72000,3.1,3686,201787,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,22
194400,3.7,3686,90900,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
700000,4.2,3686,44903,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,8
471000,4.1,3686,81143,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
170000,3.5,3686,144496,OwnerFifth Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeExpired,16
190000,4.0,3686,120565,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,14
550000,4.3,3686,100786,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,9
203000,3.7,3686,160605,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,16
411000,3.9,3686,75174,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,8
649000,4.0,3686,74616,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,11
970000,4.4,3686,21183,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,7
1100000,4.7,3686,77923,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeComprehensive,12
380000,4.0,3686,95474,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,10
52000,3.7,3686,79015,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,19
750000,4.5,3686,40314,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,8
270000,3.8,3686,131400,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,14
730000,4.5,3686,90666,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,8
250000,3.7,3686,114274,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,16
315000,3.8,3686,146000,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,13
230000,3.8,3686,98023,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,18
1290000,3.1,3686,63522,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeInsurance Expired,11
240000,3.7,3686,103871,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,12
450000,4.1,3686,83274,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,11
350000,3.7,3686,125099,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
1131000,4.6,3686,43374,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,7
490000,4.0,3686,136417,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,11
1100000,4.7,3686,15697,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,5
1028850,4.4,3686,87054,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeZero_Dep,8
1000000,4.4,3686,113666,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,7
700000,4.2,3686,66202,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,10
857000,4.5,3686,48339,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,6
100000,3.2,3686,238584,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,17
330000,4.0,3686,84132,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,8
950000,4.6,3686,35252,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,6
241000,3.8,3686,112589,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,14
800000,4.2,3686,67254,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,7
730000,4.4,3686,92030,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,7
670000,4.2,3686,94479,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,9
650000,4.3,3686,54492,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,8
210000,3.2,3686,136637,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,13
680000,4.0,3686,83935,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,10
860000,4.4,3686,83718,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,7
650000,4.1,3686,91833,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,8
1200000,4.2,3686,71995,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeInsurance Expired,12
380000,3.7,3686,91086,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,19
700000,4.2,3686,53138,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeZero Depreciation,8
200000,3.7,3686,126058,OwnerThird Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeExpired,18
959000,4.8,3686,35193,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,6
760000,4.2,3686,75572,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,8
1220000,4.3,3686,60136,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,13
2050000,4.3,3686,61153,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeComp,9
210000,3.7,3686,71795,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,11
285000,3.9,3686,106121,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,11
784500,4.5,3686,35025,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,7
65000,3.3,3686,460622,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,16
361000,3.8,3686,265882,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,18
730000,4.4,3686,78187,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,5
710000,4.3,3686,78184,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,10
670000,4.1,3686,126700,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeZero Depreciation,6
260000,3.5,3686,129312,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,13
754500,4.8,3686,16226,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,8
375000,4.0,3686,94566,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,8
650000,4.3,3686,76478,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,9
85000,3.7,3686,101304,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,17
520000,4.2,3686,67042,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,11
144000,3.6,3686,377433,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,11
107393,3.7,3686,168322,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,19
270000,3.8,3686,91549,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,14
800000,4.4,3686,36062,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,7
820000,4.0,3686,68621,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,10
665000,4.1,3686,112207,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeExpired,16
580000,4.3,3686,55058,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,9
63000,3.4,3686,189691,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,23
800000,4.1,3686,126893,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,13
830000,4.2,3686,66447,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,7
370000,3.8,3686,140372,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,19
370000,4.3,3686,88566,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,12
1800000,4.3,3686,87405,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeExpired,8
510000,4.3,3686,30206,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,6
650000,4.6,3686,67011,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,5
1200000,4.9,3686,36191,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,6
1150000,4.9,3686,17912,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,7
400000,4.2,3686,85719,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,8
875000,4.8,3686,8958,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,5
314000,3.7,3686,140286,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,12
315000,4.0,3686,102747,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,13
380000,4.5,3686,112993,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
300000,3.8,3686,173073,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,11
200000,3.8,3686,202652,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,16
1489800,4.1,3686,85095,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,13
570000,4.1,3686,110809,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,12
1300000,4.4,3686,90150,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,7
500000,3.9,3686,113629,OwnerFifth Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
550000,4.4,3686,56756,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,7
260000,3.8,3686,124726,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,8
710000,4.2,3686,56854,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,10
380000,3.7,3686,140297,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,12
250000,3.2,3686,134102,OwnerFifth Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,16
122000,3.4,3686,96463,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,22
340000,4.0,3686,117545,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
400000,3.8,3686,224707,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,16
520000,4.3,3686,110218,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,10
950000,4.1,3686,82349,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,8
390000,3.8,3686,77760,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
347205,3.7,3686,86136,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,11
1000000,3.9,3686,81598,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeThird_party,13
660000,4.6,3686,56025,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,7
460000,4.0,3686,254015,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,16
123000,4.0,3686,156126,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,18
525000,4.3,3686,96902,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,10
250000,3.9,3686,151776,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,16
557294,3.7,3686,104514,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeInsurance Expired,11
340000,4.0,3686,83626,OwnerSecond Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeComprehensive,13
410000,4.1,3686,69104,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,10
3200000,4.0,3686,63500,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,12
220000,3.6,3686,154728,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,10
1275000,4.3,3686,121581,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeInsurance Expired,7
479000,3.5,3686,198924,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,16
550000,4.2,3686,278489,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,14
710000,4.0,3686,97414,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,15
1350000,4.4,3686,53340,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,7
958500,4.2,3686,55064,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,9
1800000,4.7,3686,46610,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,6
500000,4.2,3686,48030,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,9
1004000,4.6,3686,43034,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,6
30600,3.5,3686,66906,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,28
400000,3.7,3686,135500,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,12
400000,4.2,3686,69916,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,9
465000,4.1,3686,119093,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,10
300000,3.9,3686,154492,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,20
400000,3.9,3686,73950,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,16
365000,3.6,3686,131496,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
840750,4.3,3686,86576,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,6
681000,4.4,3686,39261,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,7
800000,4.3,3686,254196,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,10
190000,3.6,3686,213804,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,14
443000,4.2,3686,100314,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance Type3rd Party,10
150000,3.7,3686,180333,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,18
625000,4.4,3686,62931,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,9
350000,4.1,3686,79651,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,11
580000,4.3,3686,90082,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,9
350000,3.8,3686,78843,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,12
420000,4.0,3686,125474,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
219000,3.6,3686,143007,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,16
390000,3.5,3686,35122,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,21
1083000,4.6,3686,49883,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,9
250000,3.7,3686,99508,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,12
705000,4.2,3686,90033,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,7
5000000,4.7,3686,24109,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance Type3rd Party,6
1892000,4.6,3686,79668,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,6
265000,3.7,3686,119427,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
220000,4.0,3686,99842,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,12
245000,3.8,3686,104554,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,17
1500000,4.2,3686,85007,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance Type3rd Party,12
450000,4.1,3686,68522,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,11
1400000,4.1,3686,99319,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeThird_party,12
330000,3.9,3686,82577,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,8
384000,4.0,3686,94003,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeThird_party,16
400000,4.3,3686,70421,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,10
300000,4.1,3686,103384,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
1210000,4.4,3686,61317,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,13
1575000,4.3,3686,55749,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeComp,10
100000,3.7,3686,138449,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,19
450000,3.9,3686,132274,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,11
135000,3.4,3686,76063,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,21
620000,3.9,3686,209550,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,15
350000,3.8,3686,110080,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,10
680000,4.2,3686,115861,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,9
243000,3.8,3686,115719,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,15
650000,3.8,3686,113036,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,11
440000,4.0,3686,172816,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,12
243000,3.5,3686,97341,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,20
560000,4.1,3686,92249,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,15
350000,3.7,3686,92664,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,12
380000,3.9,3686,104446,OwnerThird Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeInsurance Expired,16
1400000,4.4,3686,90378,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,7
380000,3.7,3686,159324,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
220718,3.4,3686,184640,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,16
550000,4.6,3686,49803,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,7
675000,4.1,3686,62785,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,14
780000,4.1,3686,54217,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,9
1000000,4.6,3686,35667,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,6
1724000,4.2,3686,207637,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeZero Depreciation,6
684000,4.4,3686,47588,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,8
202000,3.9,3686,191760,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,14
1150000,4.5,3686,55512,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,7
220000,4.4,3686,142929,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,13
500000,4.1,3686,104299,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,10
310000,3.9,3686,103861,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,12
65000,3.7,3686,119431,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,24
275000,3.8,3686,86319,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,11
589000,4.4,3686,94945,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,7
350000,3.9,3686,92006,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,17
300000,4.0,3686,115587,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
675000,4.4,3686,79184,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,9
450000,4.0,3686,136767,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,14
470000,4.1,3686,84814,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,8
560000,4.2,3686,89688,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,9
916500,4.6,3686,47221,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,7
490000,4.3,3686,95024,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,9
1000000,4.8,3686,37194,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,6
1591000,4.3,3686,75571,OwnerThird Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance Type3rd Party,11
800000,4.7,3686,35614,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,6
500000,4.0,3686,87604,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,9
380000,3.9,3686,192944,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,15
800000,4.7,3686,30718,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,6
200000,4.0,3686,94412,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,13
500000,4.1,3686,130178,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,11
45000,3.6,3686,1751,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,26
50000,3.7,3686,423814,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,18
550000,4.2,3686,105570,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,7
780000,4.4,3686,83757,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,7
359000,3.7,3686,203725,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,17
810000,4.4,3686,58201,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,8
